tweet_id,airline,username,screen_name,location,creation_date,creation_time,text,sentiment,polarity,subjectivity,favorite_count,retweet_count,source,hashtags
1115839817370222594,Alaska Airlines,The Curly Travelers,curly_travelers,,2019-04-10,04:51:58,Santa Monica of course! #AlaskaAirlines #alaskaair #santamonica #coneyisland #traveler #fly #destination #California #NewYork #travelblogger #coastal https://t.co/so8RMMD8Q5,Positive,0.8,0.9,0,0,Twitter for iPhone,"AlaskaAirlines, alaskaair, santamonica, coneyisland, traveler, fly, destination, California, NewYork, travelblogger, coastal"
1115771115278819328,Alaska Airlines,Pat's Travel Reviews,patstravelrevu,"San Diego, CA",2019-04-10,00:18:58,@JAL_Official_jp #B76 &amp; #B787 with a pair of #ANA #Dreamliner and #AlaskaAirlines #B737 in background at #HonoluluAirport #Travel #avgeek #aviation #aviationdaily #planespotting #Boeing #airplanes #planeporn #JapanAirlines #JAL #Hawaii #Honolulu #HNL #patstravelreviews https://t.co/ENRofzkgiW,Neutral,0.0,0.0,0,1,Twitter for Android,"B76, B787, ANA, Dreamliner, AlaskaAirlines, B737, HonoluluAirport, Travel, avgeek, aviation, aviationdaily, planespotting, Boeing, airplanes, planeporn, JapanAirlines, JAL, Hawaii, Honolulu, HNL, patstravelreviews"
1115763167089635329,Alaska Airlines,Steve Hays,stevehays,Seattle,2019-04-09,23:47:23,"I'm so grateful! First of all to #AlaskaAirlines for the bump to first class, but especially to God for the incredible and powerful 10 days of ministry! #happylife https://t.co/vQWTJjkZ85",Positive,0.355,0.7133333333333333,1,0,Instagram,"AlaskaAirlines, happylife"
1115715087757664258,Alaska Airlines,ցíղցҽɾ ՏղɑԹՏ,GSnaps,Los Angeles,2019-04-09,20:36:20,Touchdown!! A bit rough but we are proceeding to our gate. Portland was great but Its good to be home in LA. #alaskaairlines #portland #oregon #losangeles #travel #wedding @ Lax... https://t.co/rFu3se6QeZ,Positive,0.4666666666666666,0.5833333333333334,0,0,Instagram,"alaskaairlines, portland, oregon, losangeles, travel, wedding"
1115709574143545349,Alaska Airlines,Aaron Stadler,FatCatVdo,"Seattle, WA",2019-04-09,20:14:26,What's the use in arriving early if there's no gate available?! #sittinginlimbo #SFO   #alaskaairlines https://t.co/pes788WSFC,Positive,0.3,0.35,0,0,Twitter for Android,"sittinginlimbo, SFO, alaskaairlines"
1115684607289171969,Alaska Airlines,Celio Mancias,celiomancias,"Los Angeles, CA (USA)",2019-04-09,18:35:13,"LAX Airport. Inside Alaska Airlines. Friday, April 05, 2019. #CelioMancias. #AlaskaAirlines. #April2019. #VisitingTexas. #DallasTexas. https://t.co/il6vEhbRre",Neutral,0.0,0.0,1,0,Twitter for Android,"CelioMancías, AlaskaAirlines, April2019, VisitingTexas, DallasTexas"
1115678928243499014,Alaska Airlines,Nelson,nelson_fbx_ak,"Alaska, USA",2019-04-09,18:12:39,"#sunrise at 40,000 feet #iflyalaska #alaskaairlines #alaskaair #somewhereoveralaska https://t.co/ZMOelpsPE5 https://t.co/qDeWaiIzj3",Neutral,0.0,0.0,0,0,IFTTT,"sunrise, iflyalaska, alaskaairlines, alaskaair, somewhereoveralaska"
1115659122311979008,Alaska Airlines,Ken Wright,KWCellars,"Carlton, OR",2019-04-09,16:53:57,Attention travel enthusiasts! @AlaskaAir recently featured an article about our tasting room and other fantastic stops in our great little town of Carlton! Check out the article online here: Located on pages 180 &amp; 181. https://t.co/mwMhd4PPGW #alaskaairlines #visitcarlton #travel https://t.co/uPhvNIUc7F,Positive,0.16812500000000002,0.5549999999999999,2,1,Twitter Web Client,"alaskaairlines, visitcarlton, travel"
1115655326848524288,Alaska Airlines,Dina Phinney,dinainseattle,Seattle US Copenhagen Denmark,2019-04-09,16:38:52,Seattle-based Alaska Airlines bumped from top of airline ranking -- by Delta https://t.co/vyzJXns0Md #iFlyAlaska @AlaskaAir this is the sad truth. My experience on my last trip to DC in May was the worst in decades. Please bring back the #alaskaairlines I used to love.,Negative,-0.08333333333333333,0.5277777777777778,0,0,Twitter for iPhone,"iFlyAlaska, alaskaairlines"
1115652188817121280,Alaska Airlines,damselflavored,gtk77,"Los Angeles, CA",2019-04-09,16:26:24,"Took this @glowrecipe watermelon glow mist to my trip and it didnt disappoint. 

#glowrecipe #gelcream_travel #alaskaairlines 
#damselflavored #beautybloggers #bbloggers #luxurybeauty... https://t.co/TCqF1kV9wT",Neutral,0.0,0.0,1,0,Instagram,"glowrecipe, gelcream_travel, alaskaairlines, damselflavored, beautybloggers, bbloggers, luxurybeauty"
1115644674180562944,Alaska Airlines,Laraine Page,LaRaineDaze,"Los Angeles, California",2019-04-09,15:56:32,"Did I watch Empire Records during my flight home yesterday on Rex Manning Day? Yes, yes I did.
#rexmanningday2019 #damntgemansavetheempire #alaskaairlines @ United States https://t.co/N6IanfBphw",Neutral,0.0,0.0,1,0,Instagram,"rexmanningday2019, damntgemansavetheempire, alaskaairlines"
1115586190638501888,Alaska Airlines,Giovanni Glass,momendo,"New York City, NY",2019-04-09,12:04:09,Prepare for bake-off! #pancakes #alaska #alaskaairlines @ Alaska Airlines Lounge - JFK https://t.co/tFS6DPbk9m,Neutral,0.0,0.0,3,0,Instagram,"pancakes, alaska, alaskaairlines"
1115564061792534529,Alaska Airlines,David Ball,davidjasonball,"North Carolina, USA",2019-04-09,10:36:13,On my way to Cloud Field Day! #CFD5 #AlaskaAirlines #RDUtoSFO https://t.co/V5D1jfBj2B,Neutral,0.0,0.0,6,0,Twitter for Android,"CFD5, AlaskaAirlines, RDUtoSFO"
1115476591427985408,Alaska Airlines,John,jjypsy,"Austin, TX",2019-04-09,04:48:38,"@AmericanAir the worst ever. 1215p departure delayed to 940p starting the trip, now return flight home cancelled #killingit #dogfood #theworst #Trump #Trump2020Landslide #ostiaputa #alaskaairlines #swairlines https://t.co/A2nVNsPYA5",Negative,-0.5,0.55,1,1,Twitter Web App,"killingit, dogfood, theworst, Trump, Trump2020Landslide, ostiaputa, alaskaairlines, swairlines"
1115463145919787008,Alaska Airlines,Aaron Wagner,aaronwag,"Central TX, USA",2019-04-09,03:55:12,"Nice flight into Seattle today.  At the end it was a race to the runway with another very large plane, we lost Thanks for a relaxing flight #alaskaairlines @ Seattle, Washington https://t.co/Jv52auN2gV",Positive,0.3595238095238095,0.5857142857142857,8,0,Instagram,alaskaairlines
1115417325245800448,Alaska Airlines,KP,kmpeckham,"San Francisco, CA",2019-04-09,00:53:08,@AlaskaAir what is going on with your delays? The agent just told us the flight might get in at 1015. We were set to depart at 620 from dal to sfo? #alaskaairlines #trash,Neutral,0.0,0.0,0,0,Twitter for iPhone,"alaskaairlines, trash"
1115414066682572800,Alaska Airlines,M,boardride23,,2019-04-09,00:40:11,"@AlaskaAir It gets better, now theyre projecting a 10:15 pm departure with no alerts or heads up with each delay. Alaska Airlines has now stranded me at the airport for 9 hrs and this isnt even a layover. Do better #alaskaairlines.",Positive,0.5,0.5,0,1,Twitter for iPhone,alaskaairlines
1115413173522378752,Alaska Airlines,M,boardride23,,2019-04-09,00:36:38,"@AlaskaAir New time is now leaving at 9:50pm, over 4 hrs delayed and not getting in past midnight. Thats 7 hrs of my life Ill never get back bc you refused to let me board an earlier open flight. Thanks for stranding your loyal customers at the airport for over 8 hours. #alaskaairlines",Negative,-0.01003787878787879,0.46723484848484853,0,1,Twitter for iPhone,alaskaairlines
1115383011187408896,Alaska Airlines,Brian Jantzen,bjantze,"Seattle, WA, USA",2019-04-08,22:36:47,Flight #20 of 2019.  #everett to #lasvegas for #iscwest .  My first flight out of #painefield on #alaskaairlines .  Big change from the crowds at #seatacairport . @ Paine Field Airport https://t.co/JR1ELMYYYB,Positive,0.125,0.21666666666666667,1,0,Instagram,"everett, lasvegas, iscwest, painefield, alaskaairlines, seatacairport"
1115351059705335808,Alaska Airlines,DJ Xerox,djxerox,"New York, NY OOH oooo",2019-04-08,20:29:49,Another flight with #noentertainmentsystem courtesy of @alaskaair and an hour #delay #alaskaairlines https://t.co/IXzQ38wZ3B,Neutral,0.0,0.0,0,0,Instagram,"noentertainmentsystem, delay, alaskaairlines"
1115195418604900352,Alaska Airlines,Becky Adams,BeckyAdams15,"Seattle, WA",2019-04-08,10:11:21,Thanks @AlaskaAir for canceling my flight in ORD and rebooking me on a new flight that takes off before my 1st flight even lands at ORD and didnt tell me about the change! Now I have a 5 hour layover.Messed up my whole day. #nothappy #alaskaairlines,Positive,0.19015151515151518,0.35151515151515156,5,0,Twitter for iPhone,"nothappy, alaskaairlines"
1115141323525251073,Alaska Airlines,chaskellChocolate2Go,SonomaCoPride,Sonoma County California,2019-04-08,06:36:24,"At #STS waiting for a flight on #AlaskaAirlines. First time, in any of my travels that any employee has asked me for our #AlaskaAirVisa. Great deal for cardholders luggage. U rock.  Thxs #STSAlaskaAir!",Positive,0.625,0.5416666666666666,0,0,Twitter for iPhone,"STS, AlaskaAirlines, AlaskaAirVisa, STSAlaskaAir"
1115112114455289856,Alaska Airlines,In The Air,Nate_InTheAir,"Dallas, TX",2019-04-08,04:40:20,New video posted to the channel! https://t.co/uK5ZFwMYHh See why #iFlyAlaska ! #AvGeek #alaskaairlines #737 #boeing #intheair,Positive,0.2130681818181818,0.45454545454545453,0,0,Twitter for iPhone,"iFlyAlaska, AvGeek, alaskaairlines, boeing, intheair"
1115092210138009601,Alaska Airlines,Sony Sung-Chu,AstroSony,"Seattle, WA",2019-04-08,03:21:14,Grand canyon from 36k feet. #alaskaairlines #GrandCanyon https://t.co/sIpGfn7bcm,Positive,0.5,1.0,0,0,Twitter for iPhone,"alaskaairlines, GrandCanyon"
1114766784022888449,Alaska Airlines,OLD MAN IAN,ianmsantos,Know Your Role Boulevard,2019-04-07,05:48:07,"Ive seen some crazy stuff working in the aviation industry, but I aint never seen A FLIGHT DELAYED 18 HOURS.

#AlaskaAirlines #AS #ASFLL #FLL #WaitWhat @ Fort... https://t.co/SoAN0EBfTV",Negative,-0.6,0.9,0,2,Instagram,"AlaskaAirlines, AS, ASFLL, FLL, WaitWhat"
1114733773919215616,Alaska Airlines,Luciana Braz,WineTalkGroup,"Seattle, WA",2019-04-07,03:36:57,Hey @AlaskaAir come rescue us on flight 11 parking waiting to deplane! Seniors and babies want to get home after 6+ hour flight from EWR - lack of respect #seatac #alaskaairlines #CustomerService #FAIL,Negative,-0.5,0.29999999999999993,0,0,Twitter for iPhone,"seatac, alaskaairlines, CustomerService, FAIL"
1114711057405235201,Alaska Airlines,Brandon Lanaki,BrandonLanaki,"Las Vegas, Nevada, USA",2019-04-07,02:06:41,"Have a safe flight to SEA, Mazey! 





@lasairport 
@alaskaair 
boeing 
#McCarran #Aviators
#InstaAviation #RampLife 
#AlaskaAirlines 
#PlaneSpotters
#BoeingLovers
#avgeek... https://t.co/Wtfzp332SM",Positive,0.625,0.5,0,0,Instagram,"McCarran, Aviators, InstaAviation, RampLife, AlaskaAirlines, PlaneSpotters, BoeingLovers, avgeek"
1114675655403241472,Alaska Airlines,Cr8tiveFoodie,WAMgirl,Canada/USA,2019-04-06,23:46:00,@richardbranson @VirginHotelsSF Wish you were still leading our team at #Virginamerica in #sanfran #alaskaairlines is not leading they are micromanaging people and #teammates YOU #empowered us - come back !! please,Neutral,0.0,0.0,1,0,Twitter Web Client,"Virginamerica, sanfran, alaskaairlines, teammates, empowered"
1114668177315602432,Alaska Airlines,Heidi Seaborn,heidiseaborn1,"Seattle, WA",2019-04-06,23:16:17,I spied a rainbow bunny hitching a ride #rainbows #sanfrancisco #sfo #alaskaairlines https://t.co/vU88qPQ4LD,Neutral,0.0,0.0,0,0,Instagram,"rainbows, sanfrancisco, sfo, alaskaairlines"
1114646345464340480,Alaska Airlines,Gail,FiveGail,,2019-04-06,21:49:32,Hey American Airlines. Maybe if you didn't charge $30 for a single chrcked bag you could skip the nonsense of asking 20-30 people to check theirs at the gate. #americanairlines never again. Why I fly #alaskaairlines,Positive,0.24285714285714288,0.37142857142857144,0,1,Twitter for iPhone,"americanairlines, alaskaairlines"
1114542313940762625,Alaska Airlines,🧜‍♀️🕹,kait,#spacecoast ,2019-04-06,14:56:09,".@AlaskaAir, right so, Id love the option to turn on closed captioning when watching the in-flight entertainment. #accessibility #AlaskaAir #AlaskaAirlines",Positive,0.22857142857142856,0.41190476190476194,0,0,Twitter for iPhone,"accessibility, AlaskaAir, AlaskaAirlines"
1114525678161018880,Alaska Airlines,Eric Aronson,BooHowieEric,,2019-04-06,13:50:03,"Me lucky - Entire exit row to myself.  Since up at 4am, naptime is my inflight activity #wanderlust #la2nyc2chi #la2nyc #early #alaskaairlines @ Lax International Airport Los Angeles... https://t.co/i9eFjgUFYE",Positive,0.10833333333333334,0.4395833333333334,0,0,Instagram,"wanderlust, la2nyc2chi, la2nyc, early, alaskaairlines"
1114411747086147584,Alaska Airlines,JONATHAN MEJIA,PAPOTEPROD,anchorage alaska,2019-04-06,06:17:19,"Still cutting at Sitka!! Maritzas Beauty Shop - Barbershop
#promDay 
#AlaskaAirlines  at Mt. Edgecumbe High School https://t.co/m8HXeHVRMO",Negative,-0.38875,0.72,0,0,Facebook,"promDay, AlaskaAirlines"
1114341720035139587,Alaska Airlines,Maekenna Shaye,MaekennaShaye,Washington,2019-04-06,01:39:04,"Getting ready for the Band in Seattle taping at Victory Studios featuring Aaron Crawford &amp; The Lowdown Drifters. 
.
.
.
#bandinseattle #victorystudios 
#northcoastbrewing #alaskaairlines... https://t.co/tAMCzpFwns",Positive,0.2,0.5,0,0,Instagram,"bandinseattle, victorystudios, northcoastbrewing, alaskaairlines"
1114312410104565760,Alaska Airlines,Brandon Lanaki,BrandonLanaki,"Las Vegas, Nevada, USA",2019-04-05,23:42:36,"  





@lasairport 
@alaskaair 
airbus 
@richardbranson 
boeing 
@copaairlines 
hainanairlines 
#McCarran #Aviators
#InstaAviation #RampLife 
#AlaskaAirlines... https://t.co/1397jILjNf",Neutral,0.0,0.0,0,0,Instagram,"McCarran, Aviators, InstaAviation, RampLife, AlaskaAirlines"
1114307024332959744,Alaska Airlines,Our Carpe Diem,OurCarpeDiem,"New Hampshire, USA",2019-04-05,23:21:12,"#flight over the great #lakes ?
I love having a #windowseat and watching the world roll by. Especially when #travelhacking and using our #alaskaairlines #companionfare 

#traveltribe... https://t.co/iaKifUjAuO",Positive,0.43333333333333335,0.7833333333333333,1,1,Instagram,"flight, lakes, windowseat, travelhacking, alaskaairlines, companionfare, traveltribe"
1114250275777384453,Alaska Airlines,𝐇𝐢𝐥𝐥𝐞𝐥 𝐒𝐭𝐞𝐢𝐧𝐛𝐞𝐫𝐠,hytel,"Maryland, USA",2019-04-05,19:35:42,Leaving Dulles to a gorgeous sunset via Yi 4k + Alaska Airlines #iad #dullesairport #alaskaairlines #yitechnology #sunset #photography https://t.co/DHy0YhL7iA,Positive,0.7,0.9,21,2,Twitter for Android,"iad, dullesairport, alaskaairlines, yitechnology, sunset, photography"
1114183490046767104,Alaska Airlines,🌹Luciana Falcone,LucianaFalcone,"Seattle, WA",2019-04-05,15:10:19,Now the heat comes on! Ive been freezing this entire  and were getting ready to land and now Im warm.....  thanks #AlaskaAirlines #IFlyAlaska  ,Positive,0.25,0.48125,0,0,Twitter for iPhone,"AlaskaAirlines, IFlyAlaska"
1114173026285699072,Alaska Airlines,Celio Mancias,celiomancias,"Los Angeles, CA (USA)",2019-04-05,14:28:44,"Traveling to Dallas, Texas from Los Angeles, CA. Alaska Airlines. Friday, April 05, 2019. #CelioMancias. #AlaskaAirlines. #Friday. #April2019. #LoveTraveling. #Celio. https://t.co/4aKfJLss8a",Neutral,0.0,0.0,1,0,Twitter for Android,"CelioMancías, AlaskaAirlines, Friday, April2019, LoveTraveling, Celio"
1114169386237956096,Alaska Airlines,Celio Mancias,celiomancias,"Los Angeles, CA (USA)",2019-04-05,14:14:16,"Traveling to Dallas, Texas from Los Angeles, CA. Alaska Airlines. Friday, April 05, 2019. #CelioMancias. #AlaskaAirlines. #Friday. #April2019. #LoveTraveling. #Celio. https://t.co/y91DTJRiEB",Neutral,0.0,0.0,1,0,Twitter for Android,"CelioMancías, AlaskaAirlines, Friday, April2019, LoveTraveling, Celio"
1114038898953420800,Alaska Airlines,Travel Tweets from Everybody Hates A Tourist,ehatourist,"Earth, probably",2019-04-05,05:35:46,How to get an Alaska Airlines record locator for a flight booked on American Airlines #travel https://t.co/r3ROa7OGPh #alaskaairlines #americanairlines #codeshares,Neutral,0.0,0.0,0,0,Revive Old Post EHAT,"travel, alaskaairlines, americanairlines, codeshares"
1114005312334262272,Alaska Airlines,Kyle Vincent,kvmusic,,2019-04-05,03:22:18,Popster prop to Portland. #alaskaairlines #kylevincent #pnwtour2019 https://t.co/FeYgbtIGIu,Neutral,0.0,0.0,4,1,Instagram,"alaskaairlines, kylevincent, pnwtour2019"
1113979446409617409,Alaska Airlines,Brandon Lanaki,BrandonLanaki,"Las Vegas, Nevada, USA",2019-04-05,01:39:31,"tubular belle 





@lasairport 
@richardbranson 
@alaskaair 
airbus 
#McCarran #Aviators
#InstaAviation RampLife 
#AlaskaAirlines 
#PlaneSpotters
#AirbusLovers
#avgeek... https://t.co/01zEIsUX3A",Neutral,0.0,0.0,0,0,Instagram,"McCarran, Aviators, InstaAviation, AlaskaAirlines, PlaneSpotters, AirbusLovers, avgeek"
1113938054350290946,Alaska Airlines,Spoofee Deals,SpoofeeDeals,,2019-04-04,22:55:02,Roundtrip Flight Between Seattle and New York for $197 #lastminute #vacation #travel #americanairlines #deltaairlines #alaskaairlines #expedia #deal #ticket #SEA #JFK #planeticket https://t.co/tXekRPvjUK https://t.co/HFz9tVYTeo,Positive,0.13636363636363635,0.45454545454545453,1,0,Buffer,"lastminute, vacation, travel, americanairlines, deltaairlines, alaskaairlines, expedia, deal, ticket, SEA, JFK, planeticket"
1113935426597924866,Alaska Airlines,David Gaxiola,gaxiola,San Francisco Bay Area,2019-04-04,22:44:36,Quick trip to Seattle! I'm getting used to the EMR-175. Not bad even if it's a little small @alaskaair #airplanes #planes #alaskaairlines https://t.co/74KgWdUAYF https://t.co/H8ZWh7dBDc,Positive,0.08229166666666665,0.5166666666666666,0,0,IFTTT,"airplanes, planes, alaskaairlines"
1113923777593782275,Alaska Airlines,Bill,Alaska737,Up in the Air,2019-04-04,21:58:18,Flying afternoon shifts means a lot of nice sunsets! San Jose was no exception a few weeks back! #iflyalaska #iamalaska #alaskaair #alaskaairlines #horizonair #avgeek #instaplane... https://t.co/z19wI5zcDB,Positive,0.18333333333333335,0.3666666666666667,1,0,Instagram,"iflyalaska, iamalaska, alaskaair, alaskaairlines, horizonair, avgeek, instaplane"
1113915666439004160,Alaska Airlines,Theresa Sheldon,SheldonTheresa,"Tulalip Bay, WA",2019-04-04,21:26:05,#iFlyAlaska super excited for the upgrade to one of the best seats on #AlaskaAirlines! Heading to PAE! Take care and be kind. https://t.co/zDFLgyAPXU,Positive,0.5770833333333333,0.6541666666666667,0,0,Twitter for iPhone,"iFlyAlaska, AlaskaAirlines"
1113697093103673344,Alaska Airlines,Alaska Backcountry Adventure Tours,ridealaska,"Palmer, AK",2019-04-04,06:57:33,Beautiful spring days! Our 2019 ATV and SXS season is In full swing! Dont miss your chance to ride with us. Call and book today! #beapartoftheadventure #alaska #alaskabackcountry #alaskaairlines #knikglacier #knikriver #glaciertour #palmer #yahoomatsu https://t.co/C4uf2hAsfY,Positive,0.7734375,0.775,2,1,Twitter for iPhone,"beapartoftheadventure, alaska, alaskabackcountry, alaskaairlines, knikglacier, knikriver, glaciertour, palmer, yahoomatsu"
1113663727516016640,Alaska Airlines,Alaska Airlines Fleet Updates,AlaskaFleet,"Portland, OR",2019-04-04,04:44:58,"After three months in Greensboro going through heavy checks and possible cabin outfitting, #N630VA returns to SFO, makes one roundtrip to BWI, and then heads to VCV for painting. #alaskaairlines #airbusa320",Negative,-0.1,0.75,3,0,Twitter for Android,"N630VA, alaskaairlines, airbusa320"
1115093564952678401,Allegiant Air,Mark Thomas 🎥,mrkthms,"Austin, Texas",2019-04-08,03:26:37,Took my first flight on Allegiant Air today. AUS to LAS. Best flight Ive had in a long time. #allegiantair,Positive,0.39999999999999997,0.3444444444444444,1,0,Tweetbot for iΟS,allegiantair
1116387890509037568,American Airlines,Tri-Cities Airport,triflight,"Blountville, TN",2019-04-11,17:09:49,Todays exciting announcement connects the Tri-Cities to the west coast and beyond. Service to Dallas means one-stop destinations to an additional 84 U.S. cities and foreign countries! #AmericanAirlines #TRIDFW #WorldTraveler https://t.co/hS3wqpcO7d,Positive,0.071875,0.4625,4,2,Buffer,"AmericanAirlines, TRIDFW, WorldTraveler"
1116386721447518209,American Airlines,Haitian Times,HaitianTimes_,"New York, New York",2019-04-11,17:05:10,"American Airlines Flights To Port-Au-Prince, Haiti Priced In The Thousands Read More https://t.co/XS25YIMYrv #HaitianTimes #Haiti #AA #AmericanAirlines https://t.co/gFVRK1PbpJ",Positive,0.25,0.25,1,3,Hootsuite Inc.,"HaitianTimes, Haiti, AA, AmericanAirlines"
1116382687441432578,American Airlines,Randy Schultz,RandySchultz4,"Dundee, IL",2019-04-11,16:49:08,Had a horrible experience with American Airlines yesterday. Didn't fly first leg of round trip &amp; AA canceled my return. Wanted $394 for new return ticket dwf to ord &amp; rude cust service. #AmericanAirlines @AmericanAir,Negative,-0.0448051948051948,0.5268398268398269,0,0,Twitter for Android,AmericanAirlines
1116380345962762240,American Airlines,Brandon Fried,AfAExecDirector,"Washington, DC",2019-04-11,16:39:50,Joining #Airforwarders Director &amp; @CFI Chief Chris Connell in celebrating $1 billion in cargo revenue for #AmericanAirlines at its customer event in #Phoenix. https://t.co/khBGcTnLog,Neutral,0.0,0.0,1,0,Twitter for iPad,"Airforwarders, AmericanAirlines, Phoenix"
1116377893741797377,American Airlines,Eduardo Orozco,ItsEddieO,"Coral Gables, FL",2019-04-11,16:30:05,"@AmericanAir @flyLAXairport  is AA customer assistance in Term 5 (near gate 50A) closed? Been staring here a long while, no one here. #lax #AmericanAirlines",Negative,-0.016666666666666666,0.3,1,1,Twitter for iPhone,"lax, AmericanAirlines"
1116365318018850816,American Airlines,Kent McNeil,kenttx74,,2019-04-11,15:40:07,Shout out to David Aikens who spent 1 hour helping me and 4 friends get out delayed flight sorted out #aa #executiveplat #aarewards #american #americanairlines,Negative,-0.05,0.05,0,1,Twitter for iPhone,"aa, executiveplat, aarewards, american, americanairlines"
1116358363871416320,American Airlines,Aviation Tribune,AviationTribune,,2019-04-11,15:12:29,American Airlines Flight Hits a Sign During Takeoff #AmericanAirlines https://t.co/9F9VmsqQWg https://t.co/XSyzMKKzNq,Neutral,0.0,0.0,0,0,Avtribuneautopub,AmericanAirlines
